,Delta Temperature[K],Rotational speed [rpm],Torque [Nm],Tool wear [min],label
2412,9.399999999999977,1587,35.9,30,0
2413,9.400000000000034,1442,49.2,61,0
2414,11.299999999999955,1630,30.6,2,0
2415,11.0,1499,37.6,73,0
2416,10.600000000000023,1712,28.5,43,0
2417,11.5,1461,38.1,39,0
2418,11.400000000000034,1574,36.4,135,0
2419,11.199999999999989,1527,32.4,99,0
2420,9.800000000000011,1454,40.3,191,0
2421,8.899999999999977,1286,62.4,101,0
2422,9.100000000000023,1522,36.6,202,0
2423,11.399999999999977,1276,65.9,50,0
2424,9.699999999999989,1423,51.9,60,0
2425,10.699999999999989,1434,41.8,93,0
2426,9.700000000000045,1544,41.9,184,0
2427,11.199999999999989,1483,32.8,142,0
2428,10.599999999999966,1390,49.7,23,0
2429,10.5,1487,42.9,42,0
2430,11.0,1789,25.0,210,0
2431,11.400000000000034,1322,50.9,215,0
2432,9.699999999999989,1582,35.6,202,0
2433,10.899999999999977,1565,33.7,150,0
2434,9.800000000000011,1604,34.9,11,0
2435,9.199999999999989,1424,43.4,16,0
2436,10.600000000000023,1549,42.8,208,0
2437,11.100000000000023,1675,30.7,200,0
2438,9.100000000000023,1451,39.7,123,0
2439,11.399999999999977,1549,34.7,189,0
2440,9.300000000000011,1495,32.6,49,0
2441,8.699999999999989,1288,58.4,162,0
2442,9.399999999999977,1600,39.0,160,0
2443,10.600000000000023,1556,31.2,116,0
2444,9.900000000000034,1571,39.9,51,0
2445,11.100000000000023,1453,46.0,33,0
2446,11.300000000000011,1549,37.2,67,0
2447,7.699999999999989,1721,27.4,79,0
2448,9.300000000000011,1458,42.2,25,0
2449,8.200000000000045,1555,33.9,96,0
2450,8.599999999999966,1668,30.8,158,0
2451,8.899999999999977,1547,41.7,72,0
2452,11.0,1571,39.4,0,0
2453,8.600000000000023,1464,44.2,106,0
2454,9.5,1417,47.6,10,0
2455,11.399999999999977,1437,43.1,40,0
2456,10.099999999999966,1444,47.5,178,0
2457,8.899999999999977,1414,41.7,190,0
2458,11.100000000000023,1600,42.1,190,0
2459,10.800000000000011,1418,44.2,87,0
2460,9.599999999999966,1395,46.8,95,0
2461,10.800000000000011,1790,27.2,193,0
2462,10.199999999999989,1511,42.9,26,0
2463,8.300000000000011,1525,48.7,114,0
2464,9.5,1565,34.8,32,0
2465,10.799999999999955,1342,49.1,179,0
2466,11.5,1426,42.4,0,0
2467,11.5,1508,43.1,57,0
2468,9.700000000000045,1574,33.5,128,0
2469,8.600000000000023,1392,60.5,10,0
2470,7.800000000000011,1549,40.9,170,0
2471,8.699999999999989,1535,38.6,107,0
2472,10.699999999999989,1438,47.8,84,0
2473,10.0,1486,45.7,146,0
2474,9.5,1494,42.2,35,0
2475,10.900000000000034,1490,42.6,164,0
2476,9.5,1952,21.6,93,0
2477,11.200000000000045,1518,36.4,53,0
2478,8.400000000000034,1355,51.5,126,1
2479,10.199999999999989,1467,45.4,36,0
2480,11.199999999999989,1452,47.8,34,0
2481,9.399999999999977,2170,18.2,91,0
2482,10.599999999999966,1461,37.5,161,0
2483,8.899999999999977,1364,50.0,205,0
2484,11.699999999999989,1676,32.7,18,0
2485,10.0,1582,37.5,176,0
2486,7.900000000000034,1686,26.3,9,0
2487,8.899999999999977,1418,46.6,12,0
2488,10.800000000000011,1449,48.8,147,0
2489,9.100000000000023,1448,44.5,55,0
2490,11.300000000000011,1560,37.7,107,0
2491,9.399999999999977,1465,43.5,117,0
2492,11.5,1700,27.4,176,0
2493,9.600000000000023,1417,54.6,131,0
2494,11.100000000000023,1525,38.5,113,0
2495,8.5,1475,42.9,85,0
2496,11.100000000000023,1379,52.1,21,0
2497,10.599999999999966,1816,24.5,7,0
2498,10.599999999999966,1414,42.5,69,0
2499,10.600000000000023,1650,32.8,67,0
2500,10.0,1445,49.9,4,0
2501,11.0,1582,31.7,181,0
2502,9.799999999999955,1446,42.8,121,0
2503,10.899999999999977,1454,41.9,33,0
2504,7.7000000000000455,1551,34.6,211,0
2505,8.799999999999955,1471,44.1,244,0
2506,8.899999999999977,1606,31.7,22,0
2507,9.800000000000011,1303,49.2,212,0
2508,9.0,1479,34.2,147,0
2509,11.199999999999989,1743,27.9,55,0
2510,9.699999999999989,1393,47.3,20,0
2511,11.099999999999966,1507,45.5,74,0
2512,9.699999999999989,1387,48.3,25,0
2513,9.300000000000011,1863,25.7,85,0
2514,8.800000000000011,1431,41.4,199,0
2515,9.100000000000023,1758,26.4,4,0
2516,9.800000000000011,1811,24.7,27,0
2517,11.100000000000023,1363,45.3,196,0
2518,9.800000000000011,1544,39.3,217,0
2519,11.299999999999955,1629,35.3,0,0
2520,10.5,1633,36.5,24,0
2521,10.400000000000034,1433,39.5,7,0
2522,8.899999999999977,1609,36.0,162,0
2523,10.0,1478,50.1,166,0
2524,9.0,1353,51.0,172,0
2525,9.199999999999989,1475,38.7,22,0
2526,8.899999999999977,1523,43.3,60,0
2527,10.599999999999966,1620,30.0,70,0
2528,10.0,1474,35.7,175,0
2529,10.0,1399,58.0,190,1
2530,9.800000000000011,1872,22.5,82,0
2531,9.900000000000034,1440,51.1,41,0
2532,11.399999999999977,1369,46.2,146,0
2533,10.800000000000011,1761,27.2,49,0
2534,10.700000000000045,1579,36.1,123,0
2535,10.599999999999966,1708,28.0,42,0
2536,11.100000000000023,1492,44.6,149,0
2537,8.5,1620,30.8,42,0
2538,10.800000000000011,1488,40.6,176,0
2539,9.300000000000011,1398,53.7,82,0
2540,10.899999999999977,1286,51.1,177,0
2541,9.5,1406,50.2,119,0
2542,9.799999999999955,1614,35.8,196,0
2543,10.5,1780,27.9,35,0
2544,8.600000000000023,1562,38.1,78,0
2545,9.0,1641,33.2,3,0
2546,9.300000000000011,1437,48.1,67,0
2547,11.0,1492,35.5,88,0
2548,9.199999999999989,1725,28.3,177,0
2549,9.5,1517,39.4,107,0
2550,9.599999999999966,1601,35.8,160,0
2551,10.100000000000023,1814,21.4,59,0
2552,8.400000000000034,1499,45.0,16,0
2553,9.0,1588,37.0,50,0
2554,11.300000000000011,1832,24.2,179,0
2555,10.600000000000023,1461,40.6,154,0
2556,10.699999999999989,1623,36.9,61,0
2557,10.799999999999955,1353,46.2,173,0
2558,9.5,1788,27.8,90,0
2559,11.399999999999977,1483,45.6,187,0
2560,11.0,1522,37.0,106,0
2561,9.699999999999989,1449,38.9,18,0
2562,9.399999999999977,2204,16.6,175,0
2563,8.400000000000034,1316,50.9,69,1
2564,10.599999999999966,1742,30.0,37,0
2565,9.799999999999955,2514,13.4,215,0
2566,8.800000000000011,1552,35.9,97,0
2567,8.200000000000045,1446,50.0,163,0
2568,7.800000000000011,1488,41.8,160,0
2569,10.900000000000034,1469,49.0,51,0
2570,10.399999999999977,1478,39.5,75,0
2571,8.399999999999977,1609,34.2,217,0
2572,11.5,1336,56.8,136,0
2573,11.0,1651,36.9,65,0
2574,8.5,1441,56.8,88,0
2575,11.0,1446,41.9,32,0
2576,9.5,1482,38.5,82,0
2577,9.5,1405,38.3,58,0
2578,9.600000000000023,1662,34.4,57,0
2579,11.399999999999977,1531,36.7,116,0
2580,9.300000000000011,1345,62.7,153,0
2581,11.5,1480,44.9,108,0
2582,11.199999999999989,1491,40.1,195,0
2583,10.799999999999955,1631,35.0,168,0
2584,10.900000000000034,1347,45.8,43,0
2585,10.699999999999989,1496,38.8,215,0
2586,9.199999999999989,1448,45.8,163,0
2587,10.699999999999989,1503,36.3,5,0
2588,11.300000000000011,1297,45.9,184,0
2589,9.800000000000011,1346,53.2,95,0
2590,11.300000000000011,1515,36.8,27,0
2591,9.800000000000011,1571,33.7,61,0
2592,10.699999999999989,1347,54.8,43,0
2593,9.300000000000011,1374,53.6,143,0
2594,10.5,1388,52.4,94,0
2595,9.800000000000011,1467,40.7,106,0
2596,10.900000000000034,1487,37.5,83,0
2597,9.899999999999977,1457,44.5,14,0
2598,10.5,1518,40.6,178,0
2599,11.899999999999977,1403,47.7,43,0
2600,9.300000000000011,1442,46.5,11,0
2601,10.800000000000011,1480,43.2,92,0
2602,11.399999999999977,1621,32.4,194,0
2603,11.100000000000023,1456,51.1,193,0
2604,9.899999999999977,1704,30.9,61,0
2605,11.300000000000011,1584,34.4,83,0
2606,9.800000000000011,1427,41.5,29,0
2607,10.900000000000034,1395,48.7,21,0
2608,10.5,1449,42.3,182,0
2609,11.700000000000045,1582,35.9,180,0
2610,11.5,1365,58.6,170,0
2611,9.199999999999989,1314,47.1,144,0
2612,9.399999999999977,1736,26.1,146,0
2613,10.200000000000045,1417,40.7,24,0
2614,11.899999999999977,1574,30.9,151,0
2615,10.699999999999989,1509,35.8,60,0
2616,11.200000000000045,1401,44.4,76,0
2617,11.800000000000011,1404,43.5,195,0
2618,9.5,1923,23.9,244,0
2619,10.0,1443,49.3,61,0
2620,11.199999999999989,1695,25.6,43,0
2621,11.900000000000034,1480,47.9,18,0
2622,8.900000000000034,1351,48.6,110,0
2623,9.299999999999955,1419,36.2,47,0
2624,9.5,1628,32.2,43,0
2625,10.100000000000023,1408,42.5,0,0
2626,11.299999999999955,1518,46.9,87,0
2627,9.300000000000011,1387,53.6,94,0
2628,8.799999999999955,1541,35.2,105,0
2629,10.599999999999966,1650,28.2,35,0
2630,8.199999999999989,1324,54.2,228,1
2631,10.699999999999989,1498,47.1,199,0
2632,8.100000000000023,1500,36.7,164,0
2633,9.0,1469,48.5,147,0
2634,9.399999999999977,1598,36.5,195,0
2635,9.800000000000011,1402,49.8,167,0
2636,9.0,1737,31.9,96,0
2637,10.599999999999966,1823,25.8,29,0
2638,9.200000000000045,1555,43.3,212,0
2639,9.100000000000023,1587,33.7,122,0
2640,11.199999999999989,1378,49.7,94,0
2641,10.300000000000011,1584,29.3,162,0
2642,9.300000000000011,1821,26.1,69,0
2643,11.0,2384,14.4,171,0
2644,11.199999999999989,1453,51.0,24,0
2645,11.100000000000023,1730,30.2,106,0
2646,11.199999999999989,1510,39.9,61,0
2647,11.100000000000023,1364,58.7,123,0
2648,8.400000000000034,1334,53.2,159,1
2649,8.599999999999966,1376,46.3,210,1
2650,10.200000000000045,1545,35.6,16,0
2651,9.400000000000034,1512,33.4,146,0
2652,11.399999999999977,1736,26.9,74,0
2653,9.0,1435,44.6,135,0
2654,9.300000000000011,1677,30.5,46,0
2655,10.099999999999966,1384,49.4,48,0
2656,9.199999999999989,1506,38.0,125,0
2657,8.800000000000011,1480,47.1,68,0
2658,9.5,1354,43.3,155,0
2659,9.5,1408,46.7,196,0
2660,11.100000000000023,1896,24.5,186,0
2661,9.300000000000011,1424,45.2,39,0
2662,9.300000000000011,1397,47.1,137,0
2663,11.200000000000045,1710,27.3,163,1
2664,7.899999999999977,1427,46.8,179,0
2665,9.300000000000011,1367,54.0,129,0
2666,11.400000000000034,1751,28.0,162,0
2667,10.599999999999966,1362,49.6,158,0
2668,7.800000000000011,1411,49.5,110,0
2669,9.100000000000023,1582,45.5,107,0
2670,10.899999999999977,1437,41.1,192,0
2671,8.899999999999977,1404,54.8,29,0
2672,9.300000000000011,1294,54.6,102,0
2673,9.699999999999989,1442,47.3,65,0
2674,11.0,1510,40.6,162,0
2675,10.199999999999989,1362,53.8,164,0
2676,10.599999999999966,1356,48.0,99,0
2677,10.600000000000023,1469,44.8,5,0
2678,11.100000000000023,1441,44.6,96,0
2679,9.600000000000023,1436,47.9,75,0
2680,10.0,1377,46.7,36,0
2681,9.600000000000023,1548,44.3,40,0
2682,8.400000000000034,1398,44.0,65,0
2683,8.800000000000011,1508,39.9,59,0
2684,9.5,1369,51.8,174,0
2685,11.100000000000023,1794,27.5,38,0
2686,9.5,1501,38.0,157,0
2687,11.399999999999977,1447,44.5,105,0
2688,9.0,1428,53.3,152,0
2689,9.100000000000023,1521,40.6,52,0
2690,10.800000000000011,1369,52.0,214,0
2691,11.199999999999989,1458,41.1,14,0
2692,11.400000000000034,1562,33.0,84,0
2693,9.199999999999989,2659,11.4,26,1
2694,10.5,1266,55.5,210,0
2695,11.0,1311,54.5,52,0
2696,11.399999999999977,1334,54.0,26,0
2697,9.800000000000011,1630,32.7,83,0
2698,11.0,1360,48.1,37,0
2699,11.100000000000023,2100,16.9,176,0
2700,9.0,1619,31.0,76,0
2701,9.5,1424,49.5,155,0
2702,9.400000000000034,1590,36.3,113,0
2703,8.399999999999977,1595,32.9,135,0
2704,9.400000000000034,1452,41.9,106,0
2705,9.099999999999966,1452,48.0,126,0
2706,11.399999999999977,1495,39.2,144,0
2707,11.199999999999989,1543,49.9,199,0
2708,11.100000000000023,1661,30.0,158,0
2709,9.300000000000011,1491,44.3,214,0
2710,9.399999999999977,1735,27.0,107,0
2711,9.5,1636,29.9,201,0
2712,10.900000000000034,1554,41.3,147,0
2713,10.099999999999966,1654,35.3,155,0
2714,10.900000000000034,1426,50.7,130,0
2715,9.199999999999989,1961,21.8,148,0
2716,11.0,1353,62.5,9,0
2717,10.899999999999977,1609,40.4,169,0
2718,8.799999999999955,1452,39.4,78,0
2719,9.800000000000011,1517,39.5,69,0
2720,10.599999999999966,1671,28.8,41,0
2721,8.699999999999989,1474,38.8,139,0
2722,11.199999999999989,1477,40.4,83,0
2723,9.200000000000045,1586,31.9,108,0
2724,11.100000000000023,1711,29.9,42,0
2725,9.400000000000034,1465,40.2,143,0
2726,9.399999999999977,1639,36.6,121,0
2727,11.300000000000011,1478,39.7,10,0
2728,11.899999999999977,1623,33.1,224,0
2729,10.800000000000011,1622,37.2,103,0
2730,11.800000000000011,1459,37.9,191,0
2731,9.299999999999955,1332,51.7,71,0
2732,9.5,1346,57.4,138,0
2733,9.800000000000011,1577,36.6,14,0
2734,10.5,1433,49.3,206,0
2735,9.799999999999955,1559,36.6,188,0
2736,9.5,1436,43.5,184,0
2737,7.800000000000011,1503,36.2,166,0
2738,11.100000000000023,1704,29.7,103,0
2739,9.699999999999989,1554,47.7,84,0
2740,10.400000000000034,1440,43.0,148,0
2741,9.5,1330,55.4,114,0
2742,8.900000000000034,1312,61.5,85,0
2743,7.800000000000011,1642,30.8,195,0
2744,11.399999999999977,1467,41.8,48,0
2745,11.5,1812,28.3,94,0
2746,10.799999999999955,1980,20.3,159,0
2747,9.199999999999989,1815,27.0,190,0
2748,11.199999999999989,1497,41.6,118,0
2749,10.899999999999977,1312,51.4,60,0
2750,9.700000000000045,1504,46.4,129,0
2751,11.300000000000011,1656,33.2,20,0
2752,11.0,1616,35.2,183,0
2753,10.599999999999966,1335,51.7,69,0
2754,11.199999999999989,1634,31.9,36,0
2755,9.900000000000034,1366,48.4,116,0
2756,9.599999999999966,1540,39.9,203,0
2757,11.100000000000023,1258,69.0,105,1
2758,9.699999999999989,1511,47.8,148,0
2759,9.0,1423,36.8,80,0
2760,9.099999999999966,1510,46.9,152,0
2761,11.100000000000023,1555,38.6,118,0
2762,9.399999999999977,1563,34.4,124,0
2763,10.599999999999966,1549,48.3,105,0
2764,9.200000000000045,1523,38.5,124,0
2765,8.900000000000034,1630,34.6,94,0
2766,11.200000000000045,1507,36.9,13,0
2767,8.700000000000045,1565,42.8,163,0
2768,11.399999999999977,1350,51.7,18,0
2769,9.0,2297,15.8,191,0
2770,9.5,2021,18.8,30,0
2771,11.099999999999966,1486,45.1,30,0
2772,9.0,1396,50.5,11,0
2773,9.5,1496,44.1,104,0
2774,9.5,1429,39.4,98,0
2775,9.0,1542,40.0,188,0
2776,9.199999999999989,1381,42.5,54,0
2777,9.600000000000023,1734,31.3,64,0
2778,8.699999999999989,1748,25.1,175,0
2779,9.5,1420,51.6,182,0
2780,8.0,1451,44.7,32,0
2781,11.399999999999977,1443,43.5,0,0
2782,9.400000000000034,1376,53.4,98,0
2783,10.300000000000011,1413,44.3,72,0
2784,11.100000000000023,1397,42.7,212,0
2785,10.699999999999989,1450,37.2,151,0
2786,9.199999999999989,1400,49.5,20,0
2787,9.900000000000034,1485,40.5,188,0
2788,8.400000000000034,1346,47.5,109,1
2789,9.399999999999977,1517,37.6,124,0
2790,8.800000000000011,1684,29.3,167,0
2791,9.5,1907,21.5,102,0
2792,10.600000000000023,1505,41.1,129,0
2793,11.200000000000045,1851,23.0,156,0
2794,9.0,1618,37.8,59,0
2795,8.199999999999989,1457,39.2,192,0
2796,8.300000000000011,1991,19.0,53,0
2797,9.0,1560,36.3,129,0
2798,9.899999999999977,1450,43.0,40,0
2799,8.900000000000034,1514,35.5,138,0
2800,11.0,1563,38.8,65,0
2801,9.200000000000045,1569,38.4,11,0
2802,9.699999999999989,1422,45.6,140,0
2803,10.899999999999977,1657,33.1,187,0
2804,8.599999999999966,1359,49.3,41,1
2805,8.600000000000023,1724,28.1,133,0
2806,10.800000000000011,1654,29.6,188,0
2807,10.699999999999989,1816,28.8,106,0
2808,11.400000000000034,1447,58.1,129,0
2809,11.300000000000011,1703,30.4,85,0
2810,9.199999999999989,1412,45.3,155,0
2811,9.199999999999989,1270,65.3,182,1
2812,8.700000000000045,1462,38.8,22,0
2813,10.600000000000023,1449,40.8,157,0
2814,10.699999999999989,1387,40.1,81,0
2815,9.399999999999977,1793,25.3,200,0
2816,9.299999999999955,2141,17.9,33,0
2817,11.399999999999977,1492,43.6,189,0
2818,9.199999999999989,1634,30.6,50,0
2819,11.0,1393,55.9,79,0
2820,8.100000000000023,2183,17.0,110,0
2821,9.300000000000011,1360,53.0,36,0
2822,9.900000000000034,1452,43.6,185,0
2823,9.5,1606,34.0,126,0
2824,11.199999999999989,1329,59.2,121,0
2825,9.0,1503,38.4,68,0
2826,8.199999999999989,1373,47.3,60,1
2827,11.099999999999966,1734,29.9,72,0
2828,11.199999999999989,2617,12.1,102,1
2829,10.699999999999989,1456,44.9,85,0
2830,11.299999999999955,1449,47.7,209,0
2831,9.100000000000023,1496,39.0,21,0
2832,9.900000000000034,1708,29.1,14,0
2833,11.5,1596,28.9,160,0
2834,9.399999999999977,1466,53.2,172,0
2835,9.699999999999989,1278,60.5,32,0
2836,8.199999999999989,1959,22.3,157,0
2837,10.699999999999989,1327,56.5,189,0
2838,9.5,1615,34.9,95,0
2839,9.699999999999989,1565,35.3,119,0
2840,12.099999999999966,1351,49.0,181,0
2841,8.700000000000045,1578,32.3,196,0
2842,9.199999999999989,1459,43.9,39,0
2843,9.100000000000023,1291,63.6,137,0
2844,9.600000000000023,1380,47.6,130,0
2845,10.800000000000011,1569,36.4,20,0
2846,9.300000000000011,1487,52.6,205,0
2847,8.800000000000011,1445,49.1,2,0
2848,9.0,1362,42.1,182,0
2849,10.800000000000011,1501,41.4,201,0
2850,9.399999999999977,1544,36.9,87,0
2851,7.800000000000011,1633,28.0,164,0
2852,9.0,1418,43.9,129,0
2853,9.399999999999977,1501,44.0,128,0
2854,9.699999999999989,1316,57.2,191,0
2855,11.199999999999989,1490,41.1,54,0
2856,9.200000000000045,1557,38.2,157,0
2857,9.599999999999966,1703,28.9,147,0
2858,8.600000000000023,1674,30.8,0,0
2859,9.0,1799,24.2,54,0
2860,11.399999999999977,1710,28.4,158,0
2861,11.199999999999989,1528,44.5,140,0
2862,9.199999999999989,1887,24.3,28,0
2863,10.599999999999966,1797,24.7,75,0
2864,11.0,1562,39.2,155,0
2865,11.900000000000034,1516,43.0,83,0
2866,10.800000000000011,1368,52.0,140,0
2867,9.600000000000023,1346,61.2,170,0
2868,9.300000000000011,1530,34.8,211,0
2869,9.299999999999955,1563,40.8,28,0
2870,11.5,1326,49.7,78,0
2871,9.399999999999977,1552,41.3,116,0
2872,10.899999999999977,1359,51.4,21,0
2873,11.0,1664,30.1,81,0
2874,11.100000000000023,1470,40.3,83,0
2875,11.100000000000023,1432,50.0,45,0
2876,10.399999999999977,1539,32.3,123,0
2877,11.0,1390,50.3,196,0
2878,11.300000000000011,1468,46.6,94,0
2879,10.5,1389,46.2,113,0
2880,9.400000000000034,1727,26.5,213,0
2881,11.0,1446,36.6,227,0
2882,11.100000000000023,1533,44.0,162,0
2883,9.300000000000011,1772,24.8,113,0
2884,11.400000000000034,1675,33.3,28,0
2885,9.899999999999977,1541,37.2,118,0
2886,9.699999999999989,1573,37.4,212,0
2887,10.799999999999955,1504,45.8,58,0
2888,9.199999999999989,1397,53.0,17,0
2889,10.600000000000023,1348,53.0,35,0
2890,10.600000000000023,1488,41.0,101,0
2891,11.400000000000034,1513,38.8,189,0
2892,9.899999999999977,1431,40.3,101,0
2893,9.199999999999989,1426,40.1,60,0
2894,11.5,1391,46.9,21,0
2895,10.100000000000023,1688,32.0,202,0
2896,8.399999999999977,1828,26.3,82,0
2897,9.0,1423,49.1,74,0
2898,10.799999999999955,1804,25.1,118,0
2899,10.600000000000023,1491,42.6,11,0
2900,9.599999999999966,1470,42.6,44,0
2901,8.399999999999977,1344,49.3,93,1
2902,10.0,1463,45.5,196,0
2903,11.199999999999989,1441,43.9,94,0
2904,10.0,1581,34.9,31,0
2905,10.0,1995,20.2,105,0
2906,9.100000000000023,1424,47.0,26,0
2907,9.399999999999977,1595,34.6,112,0
2908,9.300000000000011,1446,62.9,134,1
2909,10.900000000000034,1550,47.8,18,0
2910,9.399999999999977,2760,8.0,15,1
2911,10.900000000000034,1613,31.4,57,0
2912,9.0,1400,44.3,47,0
2913,9.800000000000011,1761,29.1,195,0
2914,10.899999999999977,1360,48.6,77,0
2915,11.300000000000011,2182,16.5,127,0
2916,8.899999999999977,1607,33.7,14,0
2917,10.100000000000023,1339,51.6,197,0
2918,9.199999999999989,1393,49.3,82,0
2919,11.400000000000034,1618,30.3,125,0
2920,10.799999999999955,1626,32.4,130,0
2921,11.400000000000034,1439,44.9,174,0
2922,9.300000000000011,1345,48.2,77,0
2923,11.400000000000034,1620,34.8,112,0
2924,11.100000000000023,1497,40.5,180,0
2925,11.300000000000011,1579,35.5,162,0
2926,9.800000000000011,1403,40.6,207,0
2927,9.100000000000023,1490,38.8,173,0
2928,9.200000000000045,1639,29.0,95,0
2929,9.5,1541,37.9,192,0
2930,10.899999999999977,1450,44.2,63,0
2931,10.699999999999989,1462,48.2,204,0
2932,11.199999999999989,1575,39.9,12,0
2933,9.100000000000023,1476,39.2,206,0
2934,11.100000000000023,1582,40.3,103,0
2935,10.700000000000045,1468,36.0,168,0
2936,8.800000000000011,1479,43.6,240,0
2937,11.100000000000023,1362,52.5,213,1
2938,12.0,1498,41.0,176,0
2939,9.899999999999977,1803,27.7,159,0
2940,9.300000000000011,1527,42.2,144,0
2941,11.0,1443,41.8,87,0
2942,11.5,1451,41.0,55,0
2943,9.599999999999966,1529,36.8,237,0
2944,9.300000000000011,1685,32.3,167,0
2945,9.899999999999977,1440,37.5,111,0
2946,8.399999999999977,1559,36.0,124,0
2947,10.100000000000023,1432,48.1,59,0
2948,11.199999999999989,1446,43.3,46,0
2949,9.100000000000023,1336,63.6,111,0
2950,10.800000000000011,1441,44.2,147,0
2951,11.199999999999989,1486,34.9,122,0
2952,9.100000000000023,1330,54.4,171,0
2953,8.800000000000011,1393,43.9,81,0
2954,10.600000000000023,1837,28.4,34,0
2955,10.5,1587,37.3,203,0
2956,8.699999999999989,1616,29.3,226,0
2957,9.900000000000034,1288,47.2,216,0
2958,9.0,1535,39.0,204,0
2959,9.300000000000011,1624,34.6,105,0
2960,9.699999999999989,1526,37.9,177,0
2961,8.899999999999977,1576,38.8,124,0
2962,11.300000000000011,1706,27.6,103,0
2963,11.199999999999989,1561,32.6,201,0
2964,11.300000000000011,1431,39.9,157,0
2965,9.800000000000011,1607,30.3,62,0
2966,8.800000000000011,1405,47.9,80,0
2967,8.099999999999966,1418,51.3,116,0
2968,9.5,1270,61.0,54,0
2969,10.900000000000034,1561,38.3,0,0
2970,8.699999999999989,1521,34.8,72,0
2971,10.0,1830,24.9,35,0
2972,10.900000000000034,1608,35.1,114,0
2973,11.400000000000034,1446,47.3,66,0
2974,11.100000000000023,1496,36.4,126,0
2975,11.199999999999989,1494,40.6,67,0
2976,9.5,1579,35.7,167,0
2977,8.199999999999989,1569,36.6,47,0
2978,9.699999999999989,1419,46.6,158,0
2979,9.300000000000011,1449,44.5,113,0
2980,10.800000000000011,1385,56.4,202,1
2981,8.900000000000034,1465,44.3,57,0
2982,9.199999999999989,1635,32.4,4,0
2983,11.100000000000023,1514,41.0,120,0
2984,9.600000000000023,1434,49.6,129,0
2985,9.699999999999989,1738,25.3,14,0
2986,11.0,1534,37.0,47,0
2987,11.300000000000011,1771,26.8,216,0
2988,8.5,1548,38.4,188,0
2989,9.699999999999989,1497,37.6,116,0
2990,11.300000000000011,1419,41.3,159,0
2991,9.199999999999989,1431,52.3,38,0
2992,9.099999999999966,1410,42.4,155,0
2993,9.199999999999989,2643,12.7,21,0
2994,10.800000000000011,1477,44.2,166,0
2995,11.100000000000023,1451,42.8,11,0
2996,9.899999999999977,1454,51.2,58,0
2997,11.199999999999989,1529,41.3,17,0
2998,9.5,1683,27.8,26,0
2999,10.599999999999966,1581,47.4,51,0
3000,11.300000000000011,1471,50.7,157,0
3001,11.100000000000023,1412,45.5,49,0
3002,11.300000000000011,1603,36.1,126,0
3003,9.300000000000011,1576,49.9,28,0
3004,8.900000000000034,1743,26.2,71,0
3005,11.899999999999977,1341,49.2,208,0
3006,9.699999999999989,1566,36.6,46,0
3007,10.0,1544,31.8,25,0
3008,9.199999999999989,1636,31.3,42,0
3009,11.300000000000011,1551,41.2,3,0
3010,11.300000000000011,1492,48.1,137,0
3011,9.0,1534,40.1,41,0
3012,11.300000000000011,1681,27.1,194,0
3013,10.899999999999977,1432,47.5,51,0
3014,10.300000000000011,1432,49.5,91,0
3015,11.399999999999977,1517,41.2,64,0
3016,8.199999999999989,1614,35.7,207,0
3017,11.0,1645,31.4,86,0
3018,11.199999999999989,1476,42.0,196,0
3019,12.0,1448,43.7,46,0
3020,9.199999999999989,1424,51.1,22,0
3021,11.199999999999989,1697,28.2,191,0
3022,10.899999999999977,1339,51.4,68,0
3023,9.5,1503,38.3,87,0
3024,10.400000000000034,1375,42.7,58,0
3025,9.699999999999989,1422,47.3,25,0
3026,9.5,1444,40.0,17,0
3027,9.400000000000034,1462,50.0,51,0
3028,10.199999999999989,1580,36.6,109,0
3029,9.100000000000023,1378,55.5,35,0
3030,9.699999999999989,1532,39.8,115,0
3031,8.0,1475,43.1,20,0
3032,9.699999999999989,1403,45.1,193,0
3033,8.900000000000034,1735,31.5,66,0
3034,11.0,1341,52.2,49,0
3035,11.100000000000023,1375,56.1,182,0
3036,11.100000000000023,1603,34.1,17,0
3037,9.900000000000034,1451,38.2,80,0
3038,10.400000000000034,1373,49.9,96,0
3039,10.5,1407,45.1,49,0
3040,10.699999999999989,1592,35.2,142,0
3041,9.599999999999966,1512,36.9,159,0
3042,9.599999999999966,1369,53.0,138,0
3043,9.400000000000034,1261,56.6,98,0
3044,9.099999999999966,1639,30.4,121,0
3045,9.399999999999977,1347,54.3,125,0
3046,11.5,1640,30.8,191,0
3047,11.0,2010,18.9,86,0
3048,11.100000000000023,1796,23.8,61,0
3049,9.699999999999989,1479,42.5,47,0
3050,11.299999999999955,1615,28.8,199,0
3051,11.0,1385,50.0,201,0
3052,10.5,1551,42.8,0,0
3053,9.300000000000011,1668,33.2,52,0
3054,8.100000000000023,1361,45.4,174,1
3055,10.699999999999989,2101,17.4,198,0
3056,8.800000000000011,1386,49.0,35,0
3057,9.299999999999955,1549,44.6,31,0
3058,9.600000000000023,1375,46.6,188,0
3059,11.099999999999966,1413,46.5,121,0
3060,9.100000000000023,1558,37.7,206,0
3061,9.199999999999989,1503,48.6,72,0
3062,9.5,1906,22.1,104,0
3063,10.900000000000034,1632,33.5,39,0
3064,8.699999999999989,1546,33.7,149,0
3065,9.5,1429,52.7,35,0
3066,11.0,1414,45.4,138,0
3067,9.099999999999966,1421,44.4,94,0
3068,8.899999999999977,1710,31.4,180,0
3069,9.399999999999977,1535,47.5,163,0
